problem,dim,f,normg,iteration,fevals,gevals,success,stopping_criteria
STRATEC,10,,,1,12,1,False,Objective is NaN,STRATEC,10,,250240941.97705844,1,12,1,False,Objective is NaN
HILBERTB,10,2.1924888495955803e-14,6.77531495891805e-07,81,91,9,True,First order condition met,HILBERTB,10,2.651136058504508e-15,2.3084650537929263e-07,131,141,14,True,First order condition met
DMN15332LS,66,1754.8130664402465,9035.364284096904,1000,1067,101,False,Max iteration,DMN15332LS,66,1468.305904326182,8438.205319322633,1000,1067,101,False,Max iteration
LUKSAN15LS,100,27015.846760787113,2525280219689907.5,27,127,3,False,TR radius too small,LUKSAN15LS,100,27015.846760787113,3145437468761392.5,27,127,3,False,TR radius too small
METHANL8LS,31,8.88231172408603,179.01258808980128,1000,1032,101,False,Max iteration,METHANL8LS,31,3.3632519640223064,28.86552755037924,1000,1032,101,False,Max iteration
LUKSAN17LS,100,125.31310727098038,4234.728666227886,1000,1101,101,False,Max iteration,LUKSAN17LS,100,307.06151501742073,6156.452776046947,1000,1101,101,False,Max iteration
TOINTPSP,50,275.8719603338734,268.87596210745056,1000,1051,101,False,Max iteration,TOINTPSP,50,673.4975610615116,742.6453419382165,1000,1051,101,False,Max iteration
METHANB8LS,31,0.002740868337698859,0.7619899372870313,1000,1032,101,False,Max iteration,METHANB8LS,31,0.0015877994569108713,0.1796030770236095,1000,1032,101,False,Max iteration
WATSON,12,0.00512804250968879,0.08439380313748573,1000,1013,101,False,Max iteration,WATSON,12,5.708141496245334e-07,8.560879041027747e-05,1000,1013,101,False,Max iteration
LUKSAN13LS,98,62656.17856364962,121389.16197169769,64,162,7,False,TR radius too small,LUKSAN13LS,98,30821.908578396768,2841.247743182405,1000,1099,101,False,Max iteration
DMN37143LS,99,569.1190813029987,1.683480972235097e-07,1,100,1,True,First order condition met,DMN37143LS,99,569.1169391994217,2.0984265036029543e-07,1,100,1,True,First order condition met
LUKSAN11LS,100,411.5571986124824,82.51845169540503,1000,1101,101,False,Max iteration,LUKSAN11LS,100,416.164114588527,67.98176197939155,1000,1101,101,False,Max iteration
HATFLDGLS,25,0.011901134080767222,0.06394852641094473,1000,1026,101,False,Max iteration,HATFLDGLS,25,0.00017278186606201689,0.0044023990345445066,1000,1026,101,False,Max iteration
DIAMON2DLS,66,1661984.2584325927,2.427419697691841e-07,2,68,1,True,First order condition met,DIAMON2DLS,66,1661962.101861467,7.642783112714648e-07,1,67,1,True,First order condition met
ERRINRSM,50,152873.0724054592,97689941301.28828,28,78,3,False,TR radius too small,ERRINRSM,50,152872.93768235735,2381793785.893652,29,79,3,False,TR radius too small
LUKSAN16LS,100,,,1,102,1,False,Objective is NaN,LUKSAN16LS,100,,,1,102,1,False,Objective is NaN
ERRINROS,50,110181.77598561517,1667451963867.993,29,79,3,False,TR radius too small,ERRINROS,50,110181.77599999998,128073813770.51976,28,78,3,False,TR radius too small
TOINTGOR,50,1374.3116505075266,4.410800006497904,1000,1051,101,False,Max iteration,TOINTGOR,50,1376.5489901477265,8.829174931833377,1000,1051,101,False,Max iteration
OSBORNEB,11,0.28002574042532247,0.13186969314130043,1000,1012,101,False,Max iteration,OSBORNEB,11,0.04013773629371295,1.597223260601002e-07,882,893,89,True,First order condition met
HYDC20LS,99,1341.6625208673881,1.4917433600928258e+131,26,125,3,False,TR radius too small,HYDC20LS,99,764.9234006716857,1.3860220617216131e+131,26,125,3,False,TR radius too small
LUKSAN14LS,98,26472.617501258883,11499651.274515769,63,161,7,False,TR radius too small,LUKSAN14LS,98,26478.608669354373,105796775.76190905,61,159,7,False,TR radius too small
MANCINO,100,3.833707299379332e-09,509.2726561333545,766,866,77,False,TR radius too small,MANCINO,100,1.1582035099460183e-09,1.5916432455305471,827,927,83,False,TR radius too small
DMN15103LS,99,1643407.7070124198,1.0765313687126072e-07,2,101,1,True,First order condition met,DMN15103LS,99,1643468.1730568232,4.7558977094474334e-08,2,101,1,True,First order condition met
DMN37142LS,66,371.0070305871824,113.88626988365053,1000,1067,101,False,Max iteration,DMN37142LS,66,10868.284033457408,203917.02460611088,44,110,5,False,TR radius too small
TRIGON1,10,0.08777094814778542,0.02985426211549877,1000,1011,101,False,Max iteration,TRIGON1,10,0.2951100699299018,8.396388603992857e-07,414,424,42,True,First order condition met
PARKCH,15,,,1,17,1,False,Objective is NaN,PARKCH,15,,,1,17,1,False,Objective is NaN
CHNRSNBM,50,4568.531409673851,4153.2142388268685,1000,1051,101,False,Max iteration,CHNRSNBM,50,4571.5083626885,57831.76337474105,1000,1051,101,False,Max iteration
TRIGON2,10,5.6740887344243065,1.9054029449418626,1000,1011,101,False,Max iteration,TRIGON2,10,2.830776391757442,3.559484585187798e-07,460,470,46,True,First order condition met
LUKSAN12LS,98,32160.0,132175288.01954374,26,124,3,False,TR radius too small,LUKSAN12LS,98,32160.0,243201406.2806838,26,124,3,False,TR radius too small
